Year,Distance,Stroke,Sex,Nationality,Athlete,Time,Rank,Event,Source,Time_sec,Nationality_full
1964,1500m,Freestyle,Men,JPN,Sueaki Sasaki,00:17:25.300000,4,1500m Freestyle,Olympic,1045.3,Japan
1964,1500m,Freestyle,Men,USA,Roy Allen Saari,00:17:29.200000,4,1500m Freestyle,Olympic,1049.2,United States
1964,1500m,Freestyle,Men,HUN,Jozsef Katona,00:17:30.800000,4,1500m Freestyle,Olympic,1050.8,Hungary
1964,200m,Backstroke,Men,USA,Jedward Richard Graef,00:02:10.300000,1,200m Backstroke,Olympic,130.3,United States
1964,200m,Backstroke,Men,USA,Gary J. Dilley,00:02:10.500000,2,200m Backstroke,Olympic,130.5,United States
1964,200m,Backstroke,Men,USA,Robert Earl Bennett,00:02:13.100000,3,200m Backstroke,Olympic,133.1,United States
1964,200m,Backstroke,Men,JPN,Shigeo Fukushima,00:02:13.200000,4,200m Backstroke,Olympic,133.2,Japan
1964,200m,Backstroke,Men,GER,Ernst Joachim Küppers,00:02:15.700000,4,200m Backstroke,Olympic,135.7,GER
1964,200m,Backstroke,Men,URS,Viktor Mazanov,00:02:15.900000,4,200m Backstroke,Olympic,135.9,URS
1964,200m,Backstroke,Men,CAN,Ralph Hutton,00:02:15.900000,4,200m Backstroke,Olympic,135.9,Canada
1964,200m,Backstroke,Men,AUS,Peter Askin Reynolds,00:02:16.600000,4,200m Backstroke,Olympic,136.6,Australia
1964,200m,Breaststroke,Men,AUS,Lawrence Ian O'Brien,00:02:27.800000,1,200m Breaststroke,Olympic,147.8,Australia
1964,200m,Breaststroke,Men,URS,Georgi Prokopenko,00:02:28.200000,2,200m Breaststroke,Olympic,148.2,URS
1964,200m,Breaststroke,Men,USA,Chester Andrew Jastremski,00:02:29.600000,3,200m Breaststroke,Olympic,149.6,United States
1964,200m,Breaststroke,Men,URS,Aleksandr Tutakaev,00:02:31.000000,4,200m Breaststroke,Olympic,151.0,URS
1964,200m,Breaststroke,Men,GER,Egon Henninger,00:02:31.100000,4,200m Breaststroke,Olympic,151.1,GER
1964,200m,Breaststroke,Men,JPN,Osamu Tsurumine,00:02:33.600000,4,200m Breaststroke,Olympic,153.6,Japan
1964,200m,Breaststroke,Men,USA,Wayne Robert Anderson,00:02:35.000000,4,200m Breaststroke,Olympic,155.0,United States
1964,200m,Breaststroke,Men,URS,Vladimir Kosinsky,00:02:38.100000,4,200m Breaststroke,Olympic,158.1,URS
1964,200m,Breaststroke,Women,URS,Halyna Prozumenshchykova-Stepanova,00:02:46.400000,1,200m Breaststroke,Olympic,166.4,URS
1964,200m,Breaststroke,Women,USA,Claudia Anne Kolb,00:02:47.600000,2,200m Breaststroke,Olympic,167.6,United States
1964,200m,Breaststroke,Women,URS,Svetlana Babanina,00:02:48.600000,3,200m Breaststroke,Olympic,168.6,URS
1964,200m,Breaststroke,Women,GBR,Stella Marian M. Mitchell,00:02:49.000000,4,200m Breaststroke,Olympic,169.0,United Kingdom
1964,200m,Breaststroke,Women,GBR,Jill Slattery,00:02:49.600000,4,200m Breaststroke,Olympic,169.6,United Kingdom
1964,200m,Breaststroke,Women,GER,Bärbel Grimmer,00:02:51.000000,4,200m Breaststroke,Olympic,171.0,GER
1964,200m,Breaststroke,Women,NED,Clena Geertje Bimolt,00:02:51.300000,4,200m Breaststroke,Olympic,171.3,NED
1964,200m,Breaststroke,Women,GER,Ursula Küper,00:02:53.900000,4,200m Breaststroke,Olympic,173.9,GER
1964,200m,Butterfly,Men,AUS,Kevin John Berry,00:02:06.600000,1,200m Butterfly,Olympic,126.6,Australia
1964,200m,Butterfly,Men,USA,Carl Joseph Iii Robie,00:02:07.500000,2,200m Butterfly,Olympic,127.5,United States
1964,200m,Butterfly,Men,USA,Frederick Weber Schmidt,00:02:09.300000,3,200m Butterfly,Olympic,129.3,United States
1964,200m,Butterfly,Men,USA,Philip Iii Riker,00:02:11.000000,4,200m Butterfly,Olympic,131.0,United States
1964,200m,Butterfly,Men,URS,Valentin Kuzmin,00:02:11.300000,4,200m Butterfly,Olympic,131.3,URS
1964,200m,Butterfly,Men,JPN,Yoshinori Kadonaga,00:02:12.600000,4,200m Butterfly,Olympic,132.6,Japan
1964,200m,Butterfly,Men,AUS,Brett Cecil Graeme Hill,00:02:12.800000,4,200m Butterfly,Olympic,132.8,Australia
1964,200m,Butterfly,Men,CAN,Daniel John Sherry,00:02:14.600000,4,200m Butterfly,Olympic,134.6,Canada
1964,400m,Freestyle,Men,USA,Donald Arthur Schollander,00:04:12.200000,1,400m Freestyle,Olympic,252.2,United States
1964,400m,Freestyle,Men,GER,Frank Wiegand,00:04:14.900000,2,400m Freestyle,Olympic,254.9,GER
1964,400m,Freestyle,Men,AUS,Allan Wood,00:04:15.100000,3,400m Freestyle,Olympic,255.1,Australia
1964,400m,Freestyle,Men,USA,Roy Allen Saari,00:04:16.700000,4,400m Freestyle,Olympic,256.7,United States
1964,400m,Freestyle,Men,USA,John Mauer Nelson,00:04:16.900000,4,400m Freestyle,Olympic,256.9,United States
1964,400m,Freestyle,Men,JPN,Tsuyoshi Yamanaka,00:04:19.100000,4,400m Freestyle,Olympic,259.1,Japan
1964,400m,Freestyle,Men,AUS,Russell Phegan,00:04:20.200000,4,400m Freestyle,Olympic,260.2,Australia
1964,400m,Freestyle,Men,URS,Semyon Belits-Geiman,00:04:21.400000,4,400m Freestyle,Olympic,261.4,URS
1964,400m,Freestyle,Women,USA,Virginia Ruth Duenkel,00:04:43.300000,1,400m Freestyle,Olympic,283.3,United States
1964,400m,Freestyle,Women,USA,Marilyn Ramenofsky,00:04:44.600000,2,400m Freestyle,Olympic,284.6,United States
1964,400m,Freestyle,Women,USA,Therese Lee Stickles,00:04:47.200000,3,400m Freestyle,Olympic,287.2,United States
1964,400m,Freestyle,Women,AUS,Dawn Fraser,00:04:47.600000,4,400m Freestyle,Olympic,287.6,Australia
1964,400m,Freestyle,Women,CAN,Jane Marion Hughes-Rogers,00:04:50.900000,4,400m Freestyle,Olympic,290.9,Canada
1964,400m,Freestyle,Women,GBR,Elizabeth Carole Long,00:04:52.000000,4,400m Freestyle,Olympic,292.0,United Kingdom
1964,400m,Freestyle,Women,AUS,Kim Herford,00:04:52.900000,4,400m Freestyle,Olympic,292.9,Australia
1964,400m,Freestyle,Women,SWE,Ann-Charlotte Lilja,00:04:53.000000,4,400m Freestyle,Olympic,293.0,Sweden
1964,400m,Individual medley,Men,USA,Richard William Roth,00:04:45.400000,1,400m Individual medley,Olympic,285.4,United States
1964,400m,Individual medley,Men,USA,Roy Allen Saari,00:04:47.100000,2,400m Individual medley,Olympic,287.1,United States
1964,400m,Individual medley,Men,GER,Gerhard Hetz,00:04:51.000000,3,400m Individual medley,Olympic,291.0,GER
1964,400m,Individual medley,Men,USA,Carl Joseph Iii Robie,00:04:51.400000,4,400m Individual medley,Olympic,291.4,United States
1964,400m,Individual medley,Men,CAN,John Alexander Gilchrist,00:04:57.600000,4,400m Individual medley,Olympic,297.6,Canada
1964,400m,Individual medley,Men,NED,Johannes (Jan) Jiskoot,00:05:01.900000,4,400m Individual medley,Olympic,301.9,NED
1964,400m,Individual medley,Men,HUN,Gyorgy Kosztolanczi,00:05:01.900000,4,400m Individual medley,Olympic,301.9,Hungary
1964,400m,Individual medley,Men,AUS,Terry Buck,00:05:03.000000,4,400m Individual medley,Olympic,303.0,Australia
1964,400m,Individual medley,Women,USA,Donna Elizabeth De Varona,00:05:18.700000,1,400m Individual medley,Olympic,318.7,United States
1964,400m,Individual medley,Women,USA,Sharon Evans Finneran,00:05:24.100000,2,400m Individual medley,Olympic,324.1,United States
1964,400m,Individual medley,Women,USA,Martha Irene Randall,00:05:24.200000,3,400m Individual medley,Olympic,324.2,United States
1964,400m,Individual medley,Women,GER,Veronika Holletz,00:05:25.600000,4,400m Individual medley,Olympic,325.6,GER
1964,400m,Individual medley,Women,AUS,Linda Carol Mcgill,00:05:28.400000,4,400m Individual medley,Olympic,328.4,Australia
1964,400m,Individual medley,Women,NED,Elisabeth Anna Heukels,00:05:30.300000,4,400m Individual medley,Olympic,330.3,NED
1964,400m,Individual medley,Women,GBR,Anita Lonsbrough,00:05:30.500000,4,400m Individual medley,Olympic,330.5,United Kingdom
1964,400m,Individual medley,Women,HUN,Marta Egervary,00:05:38.400000,4,400m Individual medley,Olympic,338.4,Hungary
1964,4x100m,Freestyle,Men,USA,"Michael Mackay Austin, Gary Steven Ilman, Lawrence Alan Schulhof, Stephen Edward Clark, Donald Arthur Schollander",00:03:33.200000,1,4x100m Freestyle,Olympic,213.2,United States
1964,4x100m,Freestyle,Men,GER,"Horst Löffler, Uwe Jacobsen, Frank Wiegand, Hans-Joachim Klein",00:03:37.200000,2,4x100m Freestyle,Olympic,217.2,GER
1964,4x100m,Freestyle,Men,AUS,"Peter John Doak, John Ryan, David Gavin Dickson, Robert George Windle",00:03:39.100000,3,4x100m Freestyle,Olympic,219.1,Australia
1964,4x100m,Freestyle,Men,JPN,"Katsuki Ishihara, Tatsuo Fujimoto, Kunihiro Iwasaki, Yukiaki Okabe, Tadaharu Goto",00:03:40.500000,4,4x100m Freestyle,Olympic,220.5,Japan
1964,4x100m,Freestyle,Men,SWE,"Per-Ola Lindberg, Bengt Nordwall, Ingvar Eriksson, Jan Lundin",00:03:40.700000,4,4x100m Freestyle,Olympic,220.7,Sweden
1964,4x100m,Freestyle,Men,SUN,"Viktor Mazanov, Yuri Sumtsov, Vladimir Berezin, Viktor Semchenkov, Vladimir Shuvalov",00:03:42.100000,4,4x100m Freestyle,Olympic,222.1,SUN
1964,4x100m,Freestyle,Men,GBR,"Peter Kendrew, Robert Bilsland Mcgregor, Robert Thomas Lord, John Martin-Dye",00:03:42.600000,4,4x100m Freestyle,Olympic,222.6,United Kingdom
1964,4x100m,Freestyle,Men,FRA,"Alain Gottvalles, Jean Pasqual Curtillet, Pierre Canavese, Gerard Gropaiz, Robert Christophe",Disqualified,0,4x100m Freestyle,Olympic,222.6,France
1964,4x100m,Freestyle,Women,USA,"Patience Halsey Sherman, Donna Elizabeth De Varona, Erica Eloise Bricker, Jeanne Courtney Hallock, Lynn Marie Allsup, Lillian Debra Watson, Kathy Ellis, Sharon Marie Stouder",00:04:03.800000,1,4x100m Freestyle,Olympic,243.8,United States
1964,4x100m,Freestyle,Women,AUS,"Dawn Fraser, Robyn Thorn, Lynette Bell, Janice Murphy, Jan Turner",00:04:06.900000,2,4x100m Freestyle,Olympic,246.9,Australia
1964,4x100m,Freestyle,Women,NLD,"Paulina Van Der Wildt, Wilhelmina Van Weerdenburg, Erica Georgine Terpstra, Catharina Johanna Beumer",00:04:12.000000,3,4x100m Freestyle,Olympic,252.0,Netherlands
1964,4x100m,Freestyle,Women,HUN,"Maria Frank, Eva Erdelyi, Katalin Takacs, Csilla Madarasz-Bajnogel-Dobai",00:04:12.100000,4,4x100m Freestyle,Olympic,252.1,Hungary
1964,4x100m,Freestyle,Women,SWE,"Lotten Andersson, Ulla Jafvert, Ann-Charlotte Lilja, Ann-Christine Hagberg",00:04:14.000000,4,4x100m Freestyle,Olympic,254.0,Sweden
1964,4x100m,Freestyle,Women,GER,"Rita Schumacher, Martina Grunert, Heidi Pechstein, Gertrude (Trudi) Beierlein",00:04:15.000000,4,4x100m Freestyle,Olympic,255.0,GER
1964,4x100m,Freestyle,Women,CAN,"Patricia E. Thompson, Helen Louise Kennedy, Marion Beverly Lay, Mary Pauline Stewart",00:04:15.900000,4,4x100m Freestyle,Olympic,255.9,Canada
1964,4x100m,Freestyle,Women,ITA,"Daniela Beneck, Mara Sacchi, Paola Saini, Maria Cristina Pacifici",00:04:17.200000,4,4x100m Freestyle,Olympic,257.2,Italy
1964,4x100m,Medley,Men,USA,"William Norval Craig, Frederick Weber Schmidt, Stephen Edward Clark, Robert Earl Bennett, Walter Pierce Richardson, Virgil W. Luken, Harold Thompson Mann, Richard Michael Mcgeagh",00:03:58.400000,1,4x100m Medley,Olympic,238.4,United States
1964,4x100m,Medley,Men,GER,"Horst-Günther Gregor, Ernst Joachim Küppers, Hans-Joachim Klein, Egon Henninger",00:04:01.600000,2,4x100m Medley,Olympic,241.6,GER
1964,4x100m,Medley,Men,AUS,"David Gavin Dickson, Peter James Tonkin, Peter Askin Reynolds, Lawrence Ian O'Brien, Kevin John Berry",00:04:02.300000,3,4x100m Medley,Olympic,242.3,Australia
1964,4x100m,Medley,Men,SUN,"Valentin Kuzmin, Viktor Mazanov, Vladimir Shuvalov, Georgi Prokopenko, Viktor Semchenkov, Aleksandr Tutakaev",00:04:04.200000,4,4x100m Medley,Olympic,244.2,SUN
1964,4x100m,Medley,Men,JPN,"Yukiaki Okabe, Kenji Ishikawa, Shigeo Fukushima, Isao Nakajima",00:04:06.600000,4,4x100m Medley,Olympic,246.6,Japan
1964,4x100m,Medley,Men,HUN,"Gyula Dobai, Jozsef Csikany, Jozsef Gulrich, Ferenc Lenkei",00:04:08.500000,4,4x100m Medley,Olympic,248.5,Hungary
1964,4x100m,Medley,Men,ITA,"Pietro Boscaini, Giampiero Fossati, Chiaffredo Rora, Gian Corrado Gross",00:04:10.300000,4,4x100m Medley,Olympic,250.3,Italy
1964,4x100m,Medley,Men,GBR,"Geoffrey Richard Thwaites, Neil Nicholson, Robert Bilsland Mcgregor, Brian Jenkins",00:04:11.400000,4,4x100m Medley,Olympic,251.4,United Kingdom
1964,4x100m,Medley,Women,USA,"Sharon Marie Stouder, Cynthia Lee Goyette, Judith Anne Reeder, Cathy Ferguson, Nina Adams Harmer, Susanne Kay Pitt, Lillian Debra Watson, Kathy Ellis",00:04:33.900000,1,4x100m Medley,Olympic,273.9,United States
1964,4x100m,Medley,Women,NLD,"Aartje Elisabeth Lasterie, Clena Geertje Bimolt, Aagje Ada Kok, Erica Georgine Terpstra, Kornelia Winkel",00:04:37.000000,2,4x100m Medley,Olympic,277.0,Netherlands
1964,4x100m,Medley,Women,SUN,"Natalya Bystrova, Svetlana Babanina, Natalya Ustinova, Tatyana Savelyeva",00:04:39.200000,3,4x100m Medley,Olympic,279.2,SUN
1964,4x100m,Medley,Women,JPN,"Satoko Tanaka, Noriko Yamamoto, Eiko Takahashi, Michiko Kihara",00:04:42.000000,4,4x100m Medley,Olympic,282.0,Japan
1964,4x100m,Medley,Women,GBR,"Jill Rosemary Norfolk, Elizabeth Carole Long, Mary Anne Cotterill, Stella Marian M. Mitchell, Linda Kay Ludgrove",00:04:45.800000,4,4x100m Medley,Olympic,285.8,United Kingdom
1964,4x100m,Medley,Women,CAN,"Helen Louise Kennedy, Marion Beverly Lay, Mary Pauline Stewart, Eileen Weir",00:04:49.900000,4,4x100m Medley,Olympic,289.9,Canada
1964,4x100m,Medley,Women,GER,"Bärbel Grimmer, Ingrid Schmidt, Heike Hustede-Nagel, Martina Grunert",Disqualified,0,4x100m Medley,Olympic,289.9,GER
1964,4x100m,Medley,Women,HUN,"Csilla Madarasz-Bajnogel-Dobai, Maria Balla-Lantos, Marta Egervary, Zsuzsa Kovacs",Disqualified,0,4x100m Medley,Olympic,289.9,Hungary
1964,4x200m,Freestyle,Men,USA,"William Roy Mettler, David Chandler Lyons, Michael Allen Wall, Robert Edward Jr. Townsend, Donald Arthur Schollander, Gary Steven Ilman, Roy Allen Saari, Stephen Edward Clark",00:07:52.100000,1,4x200m Freestyle,Olympic,472.1,United States
1964,4x200m,Freestyle,Men,GER,"Gerhard Hetz, Horst-Günther Gregor, Frank Wiegand, Hans-Joachim Klein",00:07:59.300000,2,4x200m Freestyle,Olympic,479.3,GER
1964,4x200m,Freestyle,Men,JPN,"Yukiaki Okabe, Makoto Fukui, Tsuyoshi Yamanaka, Toshio Shoji, Kunihiro Iwasaki",00:08:03.800000,3,4x200m Freestyle,Olympic,483.8,Japan
1964,4x200m,Freestyle,Men,AUS,"Peter John Doak, John (Jon) Konrads, Allan Wood, Robert George Windle, David Gavin Dickson, John Ryan",00:08:05.700000,4,4x200m Freestyle,Olympic,485.7,Australia
1964,4x200m,Freestyle,Men,SWE,"Hans Rosendahl, Lester Eriksson, Mats Svensson, Jan Lundin",00:08:08.000000,4,4x200m Freestyle,Olympic,488.0,Sweden
1964,4x200m,Freestyle,Men,FRA,"Francis Luyce, Alain Gottvalles, Jean Pasqual Curtillet, Pierre Canavese",00:08:08.700000,4,4x200m Freestyle,Olympic,488.7,France
1964,4x200m,Freestyle,Men,SUN,"Yevgeni Novikov, Semyon Belits-Geiman, Vladimir Berezin, Aleksandr Paramonov",00:08:15.100000,4,4x200m Freestyle,Olympic,495.1,SUN
1964,4x200m,Freestyle,Men,ITA,"Giovanni Orlando, Pietro Boscaini, Sergio De Gregorio, Bruno Bianchi",00:08:18.100000,4,4x200m Freestyle,Olympic,498.1,Italy
1960,100m,Backstroke,Men,AUS,David Egmont Theile,00:01:01.900000,1,100m Backstroke,Olympic,61.9,Australia
1960,100m,Backstroke,Men,USA,Frank Edward Jr. Mckinney,00:01:02.100000,2,100m Backstroke,Olympic,62.1,United States
1960,100m,Backstroke,Men,USA,Robert Earl Bennett,00:01:02.300000,3,100m Backstroke,Olympic,62.3,United States
1960,100m,Backstroke,Men,FRA,Robert Christophe,00:01:03.200000,4,100m Backstroke,Olympic,63.2,France
1960,100m,Backstroke,Men,URS,Leonid Barbier,00:01:03.500000,4,100m Backstroke,Olympic,63.5,URS
1960,100m,Backstroke,Men,GER,Wolfgang Wagner,00:01:03.500000,4,100m Backstroke,Olympic,63.5,GER
1960,100m,Backstroke,Men,AUS,John James Monckton,00:01:04.100000,4,100m Backstroke,Olympic,64.1,Australia
1960,100m,Backstroke,Men,URS,Veiko Siimar,00:01:04.600000,4,100m Backstroke,Olympic,64.6,URS
1960,100m,Backstroke,Women,USA,Lynn Edythe Burke,00:01:09.300000,1,100m Backstroke,Olympic,69.3,United States
1960,100m,Backstroke,Women,GBR,Natalie Alwyne Steward,00:01:10.800000,2,100m Backstroke,Olympic,70.8,United Kingdom
1960,100m,Backstroke,Women,JPN,Satoko Tanaka,00:01:11.400000,3,100m Backstroke,Olympic,71.4,Japan
1960,100m,Backstroke,Women,RSA,Laura Ranwell,00:01:11.400000,3,100m Backstroke,Olympic,71.4,RSA
1960,100m,Backstroke,Women,FRA,Rose Piacentini,00:01:11.400000,3,100m Backstroke,Olympic,71.4,France
1960,100m,Backstroke,Women,GBR,Sylvia Anne Lewis,00:01:11.800000,4,100m Backstroke,Olympic,71.8,United Kingdom
1960,100m,Backstroke,Women,NED,Maria (Ria) Martina Van Velsen,00:01:12.100000,4,100m Backstroke,Olympic,72.1,NED
1960,100m,Backstroke,Women,FRA,Nadine Delache,00:01:12.400000,4,100m Backstroke,Olympic,72.4,France
1960,100m,Butterfly,Women,USA,Carolyn Jane Schuler,00:01:09.500000,1,100m Butterfly,Olympic,69.5,United States
1960,100m,Butterfly,Women,NED,Marianne Yvonne Heemskerk,00:01:10.400000,2,100m Butterfly,Olympic,70.4,NED
1960,100m,Butterfly,Women,AUS,Janice Andrew,00:01:12.200000,3,100m Butterfly,Olympic,72.2,Australia
1960,100m,Butterfly,Women,GBR,Sheila Watt,00:01:13.300000,4,100m Butterfly,Olympic,73.3,United Kingdom
1960,100m,Butterfly,Women,NED,Aartje Johanna Voorbij,00:01:13.300000,4,100m Butterfly,Olympic,73.3,NED
1960,100m,Butterfly,Women,URS,Zinaida Belovetskaya,00:01:13.300000,4,100m Butterfly,Olympic,73.3,URS
1960,100m,Butterfly,Women,SWE,Kristina Larsson,00:01:13.600000,4,100m Butterfly,Olympic,73.6,Sweden
1960,100m,Butterfly,Women,USA,Carolyn Virginia Wood,Did not finish,0,100m Butterfly,Olympic,73.6,United States
1960,100m,Freestyle,Men,AUS,John Devitt,55.200,2,100m Freestyle,Olympic,55.2,Australia
1960,100m,Freestyle,Men,USA,Lance Melvin Larson,55.100,1,100m Freestyle,Olympic,55.1,United States
1960,100m,Freestyle,Men,BRA,Manuel Dos Santos Filho,55.400,3,100m Freestyle,Olympic,55.4,Brazil
1960,100m,Freestyle,Men,USA,Richard Bruce Hunter,55.600,4,100m Freestyle,Olympic,55.6,United States
1960,100m,Freestyle,Men,HUN,Gyula Dobai,56.300,4,100m Freestyle,Olympic,56.3,Hungary
1960,100m,Freestyle,Men,CAN,Richard W. Pound,56.300,4,100m Freestyle,Olympic,56.3,Canada
1960,100m,Freestyle,Men,RSA,Aubrey Burer,56.300,4,100m Freestyle,Olympic,56.3,RSA
1960,100m,Freestyle,Men,SWE,Per-Ola Lindberg,57.100,4,100m Freestyle,Olympic,57.1,Sweden
1960,100m,Freestyle,Women,AUS,Dawn Fraser,00:01:01.200000,1,100m Freestyle,Olympic,61.2,Australia
1960,100m,Freestyle,Women,USA,Chris Von Saltza,00:01:02.800000,2,100m Freestyle,Olympic,62.8,United States
1960,100m,Freestyle,Women,GBR,Natalie Alwyne Steward,00:01:03.100000,3,100m Freestyle,Olympic,63.1,United Kingdom
1960,100m,Freestyle,Women,USA,Carolyn Virginia Wood,00:01:03.400000,4,100m Freestyle,Olympic,63.4,United States
1960,100m,Freestyle,Women,HUN,Csilla Madarasz-Bajnogel-Dobai,00:01:03.600000,4,100m Freestyle,Olympic,63.6,Hungary
1960,100m,Freestyle,Women,NED,Erica Georgine Terpstra,00:01:04.300000,4,100m Freestyle,Olympic,64.3,NED
1960,100m,Freestyle,Women,NED,Cocki Van Engelsdorp Gastelaars,00:01:04.700000,4,100m Freestyle,Olympic,64.7,NED
1960,100m,Freestyle,Women,CAN,Mary Pauline Stewart,00:01:05.500000,4,100m Freestyle,Olympic,65.5,Canada
1960,1500m,Freestyle,Men,AUS,John (Jon) Konrads,00:17:19.600000,1,1500m Freestyle,Olympic,1039.6,Australia
1960,1500m,Freestyle,Men,AUS,Murray Rose,00:17:21.700000,2,1500m Freestyle,Olympic,1041.7,Australia
1960,1500m,Freestyle,Men,USA,George Thomas Breen,00:17:30.600000,3,1500m Freestyle,Olympic,1050.6,United States
1960,1500m,Freestyle,Men,JPN,Tsuyoshi Yamanaka,00:17:34.700000,4,1500m Freestyle,Olympic,1054.7,Japan
1960,1500m,Freestyle,Men,HUN,Jozsef Katona,00:17:43.700000,4,1500m Freestyle,Olympic,1063.7,Hungary
1960,1500m,Freestyle,Men,RSA,Murray Mclachlan,00:17:44.900000,4,1500m Freestyle,Olympic,1064.9,RSA
1960,1500m,Freestyle,Men,USA,Alan Brounell Somers,00:18:02.800000,4,1500m Freestyle,Olympic,1082.8,United States
1960,1500m,Freestyle,Men,GBR,Richard Campion,00:18:22.700000,4,1500m Freestyle,Olympic,1102.7,United Kingdom
1960,200m,Breaststroke,Men,USA,William Danforth Mulliken,00:02:37.400000,1,200m Breaststroke,Olympic,157.4,United States
1960,200m,Breaststroke,Men,JPN,Yoshihiko Osaki,00:02:38.000000,2,200m Breaststroke,Olympic,158.0,Japan
1960,200m,Breaststroke,Men,NED,Wieger Emile Mensonides,00:02:39.700000,3,200m Breaststroke,Olympic,159.7,NED
1960,200m,Breaststroke,Men,GER,Egon Henninger,00:02:40.100000,4,200m Breaststroke,Olympic,160.1,GER
1960,200m,Breaststroke,Men,ITA,Roberto Lazzari,00:02:40.100000,4,200m Breaststroke,Olympic,160.1,Italy
1960,200m,Breaststroke,Men,AUS,Terence Gathercole,00:02:40.200000,4,200m Breaststroke,Olympic,160.2,Australia
1960,200m,Breaststroke,Men,POL,Andrzej Klopotowski,00:02:41.200000,4,200m Breaststroke,Olympic,161.2,Poland
1960,200m,Breaststroke,Men,USA,Paul William Hait,00:02:41.400000,4,200m Breaststroke,Olympic,161.4,United States
1960,200m,Breaststroke,Women,GBR,Anita Lonsbrough,00:02:49.500000,1,200m Breaststroke,Olympic,169.5,United Kingdom
1960,200m,Breaststroke,Women,GER,Wiltrud Urselmann,00:02:50.000000,2,200m Breaststroke,Olympic,170.0,GER
1960,200m,Breaststroke,Women,GER,Barbara Göbel,00:02:53.600000,3,200m Breaststroke,Olympic,173.6,GER
1960,200m,Breaststroke,Women,NED,Adelaide Henriette (Ada) Den Haan,00:02:54.400000,4,200m Breaststroke,Olympic,174.4,NED
1960,200m,Breaststroke,Women,NED,Margretta (Gretta) Kok,00:02:54.600000,4,200m Breaststroke,Olympic,174.6,NED
1960,200m,Breaststroke,Women,USA,Anna Kindel Warner,00:02:55.400000,4,200m Breaststroke,Olympic,175.4,United States
1960,200m,Breaststroke,Women,USA,Patricia Kempner,00:02:55.500000,4,200m Breaststroke,Olympic,175.5,United States
